Date,High
12/15/2016 0:00,38.45500183
12/16/2016 0:00,38.25650024
12/19/2016 0:00,38.52500153
12/20/2016 0:00,38.7195015
12/21/2016 0:00,38.56100082
12/22/2016 0:00,38.5605011
12/23/2016 0:00,38.32500076
12/27/2016 0:00,38.73249817
12/28/2016 0:00,39
12/29/2016 0:00,38.66999817
12/30/2016 0:00,38.36999893
1/3/2017 0:00,37.93799973
1/4/2017 0:00,37.98400116
1/5/2017 0:00,39.11999893
1/6/2017 0:00,39.97200012
1/9/2017 0:00,40.08850098
1/10/2017 0:00,39.90000153
1/11/2017 0:00,39.97499847
1/12/2017 0:00,40.70650101
1/13/2017 0:00,41.08250046
1/17/2017 0:00,40.79999924
1/18/2017 0:00,40.58649826
1/19/2017 0:00,40.67549896
1/20/2017 0:00,40.80099869
1/23/2017 0:00,40.92499924
1/24/2017 0:00,41.19950104
1/25/2017 0:00,41.87099838
1/26/2017 0:00,42.19200134
1/27/2017 0:00,41.98500061
1/30/2017 0:00,41.67499924
1/31/2017 0:00,41.34949875
2/1/2017 0:00,41.68899918
2/2/2017 0:00,42.12450027
2/3/2017 0:00,40.91500092
2/6/2017 0:00,40.5359993
2/7/2017 0:00,40.80799866
2/8/2017 0:00,41.07400131
2/9/2017 0:00,41.25
2/10/2017 0:00,41.40000153
2/13/2017 0:00,42.15000153
2/14/2017 0:00,41.91550064
2/15/2017 0:00,42.14049911
2/16/2017 0:00,42.25
2/17/2017 0:00,42.36349869
2/21/2017 0:00,42.89899826
2/22/2017 0:00,42.92150116
2/23/2017 0:00,43.04299927
2/24/2017 0:00,42.29050064
2/27/2017 0:00,42.625
2/28/2017 0:00,42.70449829
3/1/2017 0:00,42.74150085
3/2/2017 0:00,42.74100113
3/3/2017 0:00,42.59949875
3/6/2017 0:00,42.42449951
3/7/2017 0:00,42.42300034
3/8/2017 0:00,42.6534996
3/9/2017 0:00,42.81999969
3/10/2017 0:00,42.86750031
3/13/2017 0:00,42.78450012
3/14/2017 0:00,42.6875
3/15/2017 0:00,42.72249985
3/16/2017 0:00,42.77500153
3/17/2017 0:00,42.69150162
3/20/2017 0:00,42.88999939
3/21/2017 0:00,43.13999939
3/22/2017 0:00,42.46849823
3/23/2017 0:00,42.54449844
3/24/2017 0:00,42.59000015
3/27/2017 0:00,42.51499939
3/28/2017 0:00,42.92300034
3/29/2017 0:00,43.8219986
3/30/2017 0:00,43.85300064
3/31/2017 0:00,44.51750183
4/3/2017 0:00,44.67449951
4/4/2017 0:00,45.42699814
4/5/2017 0:00,46.18600082
4/6/2017 0:00,45.85950089
4/7/2017 0:00,45.00450134
4/10/2017 0:00,45.42549896
4/11/2017 0:00,45.56200027
4/12/2017 0:00,45.20449829
4/13/2017 0:00,44.74850082
4/17/2017 0:00,45.11899948
4/18/2017 0:00,45.48049927
4/19/2017 0:00,45.52500153
4/20/2017 0:00,45.26599884
4/21/2017 0:00,45.18249893
4/24/2017 0:00,45.49950027
4/25/2017 0:00,45.47399902
4/26/2017 0:00,45.78749847
4/27/2017 0:00,46.0929985
4/28/2017 0:00,47.47949982
5/1/2017 0:00,47.72000122
5/2/2017 0:00,47.50500107
5/3/2017 0:00,47.29999924
5/4/2017 0:00,47.25
5/5/2017 0:00,47.03950119
5/8/2017 0:00,47.45249939
5/9/2017 0:00,47.89450073
5/10/2017 0:00,47.6875
5/11/2017 0:00,47.51449966
5/12/2017 0:00,48.13949966
5/15/2017 0:00,48.15750122
5/16/2017 0:00,48.50299835
5/17/2017 0:00,48.02000046
5/18/2017 0:00,48.13750076
5/19/2017 0:00,48.44599915
5/22/2017 0:00,48.56900024
5/23/2017 0:00,48.75999832
5/24/2017 0:00,49.04999924
5/25/2017 0:00,49.95000076
5/26/2017 0:00,49.93249893
5/30/2017 0:00,50.06000137
5/31/2017 0:00,50.00600052
6/1/2017 0:00,49.94950104
6/2/2017 0:00,50.42399979
6/5/2017 0:00,50.66049957
6/6/2017 0:00,50.82500076
6/7/2017 0:00,50.51250076
6/8/2017 0:00,50.68050003
6/9/2017 0:00,50.6495018
6/12/2017 0:00,48.79750061
6/13/2017 0:00,49.22499847
6/14/2017 0:00,49.51699829
6/15/2017 0:00,48.28649902
6/16/2017 0:00,49.98749924
6/19/2017 0:00,50.84999847
6/20/2017 0:00,50.24399948
6/21/2017 0:00,50.13600159
6/22/2017 0:00,50.34799957
6/23/2017 0:00,50.23099899
6/26/2017 0:00,50.49000168
6/27/2017 0:00,49.93999863
6/28/2017 0:00,49.5340004
6/29/2017 0:00,49.37799835
6/30/2017 0:00,49.17350006
7/3/2017 0:00,48.72449875
7/5/2017 0:00,48.75
7/6/2017 0:00,48.72000122
7/7/2017 0:00,49.00550079
7/10/2017 0:00,49.97200012
7/11/2017 0:00,49.79949951
7/12/2017 0:00,50.42750168
7/13/2017 0:00,50.34400177
7/14/2017 0:00,50.22249985
7/17/2017 0:00,50.73749924
7/18/2017 0:00,51.30149841
7/19/2017 0:00,51.57949829
7/20/2017 0:00,51.74850082
7/21/2017 0:00,51.30500031
7/24/2017 0:00,52.15050125
7/25/2017 0:00,52.16650009
7/26/2017 0:00,52.65999985
7/27/2017 0:00,54.16550064
7/28/2017 0:00,51.64250183
7/31/2017 0:00,50.95249939
8/1/2017 0:00,50.31999969
8/2/2017 0:00,50.16049957
8/3/2017 0:00,49.97499847
8/4/2017 0:00,49.58349991
8/7/2017 0:00,49.75
8/8/2017 0:00,49.81399918
8/9/2017 0:00,49.40000153
8/10/2017 0:00,48.99300003
8/11/2017 0:00,48.51950073
8/14/2017 0:00,49.27500153
8/15/2017 0:00,49.5870018
8/16/2017 0:00,49.32300186
8/17/2017 0:00,48.89199829
8/18/2017 0:00,48.27149963
8/21/2017 0:00,48.06000137
8/22/2017 0:00,48.39649963
8/23/2017 0:00,48.09999847
8/24/2017 0:00,47.95000076
8/25/2017 0:00,47.88100052
8/28/2017 0:00,47.65000153
8/29/2017 0:00,47.79999924
8/30/2017 0:00,48.47050095
8/31/2017 0:00,49.04999924
9/1/2017 0:00,49.22499847
9/5/2017 0:00,48.83850098
9/6/2017 0:00,48.59199905
9/7/2017 0:00,49.02949905
9/8/2017 0:00,48.99399948
9/11/2017 0:00,49.09700012
9/12/2017 0:00,49.23350143
9/13/2017 0:00,50
9/14/2017 0:00,49.9280014
9/15/2017 0:00,49.8125
9/18/2017 0:00,49.63949966
9/19/2017 0:00,48.91199875
9/20/2017 0:00,48.7405014
9/21/2017 0:00,48.58499908
9/22/2017 0:00,48.2804985
9/25/2017 0:00,47.47100067
9/26/2017 0:00,47.43149948
9/27/2017 0:00,47.76499939
9/28/2017 0:00,47.98500061
9/29/2017 0:00,48.24150085
10/2/2017 0:00,48.3655014
10/3/2017 0:00,48.18450165
10/4/2017 0:00,48.38949966
10/5/2017 0:00,49.07550049
10/6/2017 0:00,49.78749847
10/9/2017 0:00,49.92499924
10/10/2017 0:00,49.89749908
10/11/2017 0:00,49.77500153
10/12/2017 0:00,50.42200089
10/13/2017 0:00,50.38850021
10/16/2017 0:00,50.47850037
10/17/2017 0:00,50.57350159
10/18/2017 0:00,51.1155014
10/19/2017 0:00,49.55250168
10/20/2017 0:00,49.73099899
10/23/2017 0:00,49.3390007
10/24/2017 0:00,48.99250031
10/25/2017 0:00,49.22200012
10/26/2017 0:00,49.14500046
10/27/2017 0:00,55.27899933
10/30/2017 0:00,56.13949966
10/31/2017 0:00,55.52700043
11/1/2017 0:00,55.44850159
11/2/2017 0:00,55.09700012
11/3/2017 0:00,55.63399887
11/6/2017 0:00,56.27050018
11/7/2017 0:00,56.52999878
11/8/2017 0:00,56.77700043
11/9/2017 0:00,56.48099899
11/10/2017 0:00,56.58750153
11/13/2017 0:00,56.99499893
11/14/2017 0:00,56.90000153
11/15/2017 0:00,56.58750153
11/16/2017 0:00,56.90800095
11/17/2017 0:00,56.93999863
11/20/2017 0:00,56.67100143
11/21/2017 0:00,57
11/22/2017 0:00,58.01350021
11/24/2017 0:00,59.34199905
11/27/2017 0:00,60.67050171
11/28/2017 0:00,60.26699829
11/29/2017 0:00,59.74000168
11/30/2017 0:00,58.92850113
12/1/2017 0:00,58.98249817
12/4/2017 0:00,58.75999832
12/5/2017 0:00,57.96350098
12/6/2017 0:00,57.79449844
12/7/2017 0:00,58.15950012
12/8/2017 0:00,58.63949966
12/11/2017 0:00,58.49499893
12/12/2017 0:00,58.68000031
12/13/2017 0:00,58.54349899
12/14/2017 0:00,58.89649963
12/15/2017 0:00,59.13750076
12/18/2017 0:00,59.73899841
12/19/2017 0:00,59.64849854
12/20/2017 0:00,59.54999924
12/21/2017 0:00,58.95849991
12/22/2017 0:00,58.73099899
12/26/2017 0:00,58.91600037
12/27/2017 0:00,59.36449814
12/28/2017 0:00,59.50500107
12/29/2017 0:00,59.20000076
1/2/2018 0:00,59.5
1/3/2018 0:00,60.2745018
1/4/2018 0:00,60.79349899
1/5/2018 0:00,61.45700073
1/8/2018 0:00,62.65399933
1/9/2018 0:00,62.96649933
1/10/2018 0:00,62.71649933
1/11/2018 0:00,63.83850098
1/12/2018 0:00,65.28800201
1/16/2018 0:00,66.99700165
1/17/2018 0:00,65.69999695
1/18/2018 0:00,65.23000336
1/19/2018 0:00,65.65000153
1/22/2018 0:00,66.37249756
1/23/2018 0:00,68.24500275
1/24/2018 0:00,69.40799713
1/25/2018 0:00,68.91699982
1/26/2018 0:00,70.12650299
1/29/2018 0:00,71.56950378
1/30/2018 0:00,71.96250153
1/31/2018 0:00,73.6289978
2/1/2018 0:00,72.9940033
2/2/2018 0:00,74.90000153
2/5/2018 0:00,72.9489975
2/6/2018 0:00,72.19950104
2/7/2018 0:00,73.04949951
2/8/2018 0:00,71.6875
2/9/2018 0:00,69.17500305
2/12/2018 0:00,69.69049835
2/13/2018 0:00,70.98600006
2/14/2018 0:00,72.60299683
2/15/2018 0:00,73.4469986
2/16/2018 0:00,73.29000092
2/20/2018 0:00,74.43849945
2/21/2018 0:00,75.17449951
2/22/2018 0:00,75.1269989
2/23/2018 0:00,75
2/26/2018 0:00,76.14199829
2/27/2018 0:00,76.33899689
2/28/2018 0:00,76.43499756
3/1/2018 0:00,75.92449951
3/2/2018 0:00,75.05249786
3/5/2018 0:00,76.26899719
3/6/2018 0:00,77.10649872
3/7/2018 0:00,77.29499817
3/8/2018 0:00,77.7440033
3/9/2018 0:00,78.9469986
3/12/2018 0:00,80.26650238
3/13/2018 0:00,80.8769989
3/14/2018 0:00,80.3219986
3/15/2018 0:00,79.84549713
3/16/2018 0:00,79.47200012
3/19/2018 0:00,78.08300018
3/20/2018 0:00,79.34999847
3/21/2018 0:00,79.5
3/22/2018 0:00,78.69249725
3/23/2018 0:00,77.4509964
3/26/2018 0:00,77.84950256
3/27/2018 0:00,78.79850006
3/28/2018 0:00,72.79499817
3/29/2018 0:00,72.77349854
4/2/2018 0:00,71.06800079
4/3/2018 0:00,70.69999695
4/4/2018 0:00,70.76950073
4/5/2018 0:00,72.97799683
4/6/2018 0:00,72.625
4/9/2018 0:00,71.9240036
4/10/2018 0:00,71.91899872
4/11/2018 0:00,72.43900299
4/12/2018 0:00,72.60600281
4/13/2018 0:00,72.98899841
4/16/2018 0:00,72.34999847
